Student_Name,Hours_Studied,Attendance,Parental_Involvement,Parental_Education_Level,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Distance_from_Home,Gender,Exam_Score
Arif Shaikh,37,88.7,Low,Postgraduate,Low,No,7,59.0,High,Yes,1,Medium,High,Public,Neutral,6,Yes,Moderate,Male,100.0
Rafi Rahman,21,72.4,Medium,Postgraduate,Medium,No,7,94.7,Medium,No,0,High,High,Private,Negative,1,No,Moderate,Female,87.1
Rakib Alam,17,68.1,High,High School,High,Yes,5,76.8,Medium,Yes,1,Low,High,Public,Negative,2,No,Near,Female,83.2
Lamia Bhuiyan,13,82.4,Low,High School,Low,No,5,83.1,Low,Yes,0,Low,High,Public,Positive,5,Yes,Far,Female,68.8
Nusrat Shaikh,9,90.8,High,High School,Low,Yes,5,87.0,High,Yes,2,Medium,Low,Public,Negative,4,No,Near,Male,82.2
Sajib Akter,26,85.0,High,High School,Medium,Yes,9,70.8,Low,No,0,Medium,High,Private,Positive,1,No,Moderate,Male,88.1
Arafat Islam,27,95.6,Low,College,Low,Yes,6,64.6,High,Yes,0,Low,High,Public,Positive,4,No,Moderate,Male,89.6
Lamia Ahmed,8,76.2,High,College,High,No,7,72.8,High,No,1,High,Medium,Public,Neutral,3,No,Far,Male,74.5
Mehedi Hossain,17,85.3,Low,High School,Medium,No,7,80.1,Medium,Yes,2,High,High,Public,Positive,5,Yes,Near,Male,85.4
Tasnim Mia,21,76.4,High,Postgraduate,High,No,7,60.1,Low,No,2,Medium,High,Private,Positive,7,Yes,Moderate,Female,79.5
Fahim Rahman,16,96.9,High,Postgraduate,Low,No,8,72.3,Low,No,2,Medium,High,Public,Negative,7,Yes,Moderate,Female,86.6
Rakib Khan,27,81.5,Low,High School,High,No,5,65.5,Medium,No,3,High,Medium,Public,Negative,4,No,Moderate,Female,97.0
Mehedi Islam,16,91.2,High,High School,Low,Yes,8,75.8,Low,No,1,Medium,Low,Private,Neutral,2,No,Near,Female,73.7
Anika Ali,25,83.3,High,College,Low,No,5,88.1,Low,Yes,0,Medium,Medium,Private,Neutral,3,No,Moderate,Male,89.7
Fahim Hasan,3,100.0,Medium,High School,Low,No,9,62.9,High,Yes,2,Medium,Medium,Public,Neutral,4,No,Moderate,Female,67.9
Nahid Hossain,32,82.2,High,High School,High,Yes,8,57.4,Medium,No,2,High,Medium,Private,Positive,3,Yes,Near,Male,95.6
Sumaiya Jahan,21,80.6,Low,College,High,No,9,58.8,Low,No,4,High,Medium,Private,Neutral,2,No,Near,Female,88.6
Lamia Hasan,13,82.4,Low,High School,Medium,Yes,8,54.9,High,No,3,Low,Medium,Public,Neutral,5,No,Near,Female,77.7
Tanvir Hossain,2,83.5,Medium,College,Low,Yes,7,66.2,Medium,No,1,Low,High,Public,Neutral,3,No,Far,Male,61.1
Nahid Khan,13,83.2,High,High School,Medium,Yes,6,89.5,Medium,Yes,3,High,Medium,Private,Positive,5,No,Moderate,Male,83.3
Laboni Ahmed,24,77.6,Low,College,Medium,Yes,5,79.5,High,Yes,0,Medium,Low,Private,Neutral,3,No,Near,Female,85.6
Rakib Bhuiyan,8,97.4,Low,College,High,No,6,64.7,Medium,No,2,Low,High,Public,Positive,6,No,Moderate,Female,83.9
Nahid Khan,26,70.4,Medium,High School,High,Yes,7,77.7,Low,No,0,High,Medium,Public,Negative,7,Yes,Moderate,Male,92.0
Rafi Siddique,10,79.0,Low,Postgraduate,Medium,No,9,88.4,High,Yes,0,High,Medium,Private,Negative,1,No,Moderate,Male,79.7
Sadia Khan,30,82.3,Low,High School,Low,Yes,8,74.3,Low,Yes,4,Medium,Low,Public,Positive,3,No,Moderate,Male,98.1
Arafat Khan,2,91.4,Medium,Postgraduate,Low,Yes,7,73.7,High,Yes,1,Low,Medium,Private,Positive,2,Yes,Near,Male,70.2
Farhana Shaikh,29,81.6,High,Postgraduate,High,Yes,9,69.3,Low,Yes,1,Low,Low,Public,Neutral,3,No,Near,Male,99.3
Sajib Chowdhury,42,78.3,High,Postgraduate,Medium,Yes,9,84.2,Low,No,1,High,High,Private,Neutral,1,No,Near,Male,100.0
Mahmud Jahan,14,78.3,High,College,Low,No,9,61.6,Medium,Yes,1,Medium,High,Public,Positive,3,No,Near,Male,67.0
Tanvir Siddique,23,58.6,Medium,Postgraduate,Medium,Yes,8,45.3,Low,No,1,Medium,Low,Private,Neutral,1,Yes,Near,Female,69.4
Rakib Hasan,19,86.5,High,Postgraduate,High,Yes,6,62.0,Medium,No,1,Low,Low,Public,Negative,5,No,Near,Female,79.8
Anika Rahman,14,89.8,Medium,High School,High,Yes,6,94.0,High,No,1,Low,Low,Private,Negative,4,No,Near,Female,91.3
Rafi Mia,8,85.6,Medium,College,Medium,No,9,69.0,High,Yes,3,Low,Low,Private,Neutral,1,No,Near,Male,77.2
Sabuj Ahmed,30,71.5,Low,College,Medium,Yes,5,82.8,Medium,No,0,Low,High,Public,Negative,3,No,Moderate,Female,92.5
Sumaiya Akter,19,66.1,Low,College,Low,No,5,83.5,Low,Yes,1,Low,Medium,Public,Neutral,1,No,Moderate,Male,73.6
Arafat Mia,27,69.4,Low,College,High,Yes,8,86.2,High,No,0,Low,High,Private,Neutral,6,No,Near,Male,92.9
Rafi Shaikh,20,99.9,Low,College,Medium,Yes,6,62.7,Medium,Yes,0,Medium,Medium,Public,Negative,7,No,Far,Female,82.0
Tanvir Shaikh,30,74.2,High,College,Low,Yes,7,62.7,Low,No,0,High,High,Private,Negative,3,Yes,Near,Male,83.9
Arafat Hasan,18,71.4,Medium,College,Medium,No,9,76.6,High,Yes,3,Medium,Low,Private,Positive,4,No,Moderate,Male,85.9
Tasnim Khan,2,75.6,Medium,College,Low,No,7,66.1,High,Yes,1,High,Medium,Private,Neutral,6,No,Near,Female,58.3
Rakib Khan,38,79.2,High,Postgraduate,Low,No,5,75.5,Low,Yes,1,High,Medium,Public,Positive,7,No,Near,Female,100.0
Sumaiya Alam,26,93.4,Low,Postgraduate,High,Yes,7,75.8,Low,No,0,High,High,Public,Positive,4,No,Far,Male,98.9
Nusrat Rahman,11,72.1,High,College,High,No,6,54.9,Medium,No,1,High,High,Private,Negative,7,No,Near,Female,66.1
Mahmud Mia,21,81.6,Low,Postgraduate,Low,No,6,76.1,Medium,Yes,0,Medium,Low,Public,Positive,1,No,Near,Male,76.3
Sabuj Shaikh,20,97.1,Medium,High School,Low,No,5,100.0,Low,No,0,Low,High,Public,Negative,6,Yes,Moderate,Female,99.4
Nahid Ahmed,15,69.8,Medium,College,Medium,No,7,55.2,Low,Yes,0,High,Medium,Private,Positive,3,Yes,Near,Female,65.5
Sabuj Ahmed,24,89.4,High,College,Medium,No,5,63.6,High,No,0,Low,Low,Private,Positive,4,Yes,Near,Female,85.8
Tanvir Siddique,27,98.5,Low,High School,Low,No,7,62.1,High,No,0,Low,High,Public,Neutral,5,Yes,Near,Female,94.7
Rakib Jahan,16,88.0,High,College,Low,Yes,9,76.8,Low,No,1,Low,High,Public,Positive,4,No,Moderate,Female,78.8
Arif Akter,21,89.6,High,High School,Medium,No,8,62.5,High,No,1,Low,Low,Private,Negative,1,No,Moderate,Female,80.7
Sadia Ali,19,74.1,Low,High School,Medium,Yes,7,70.4,Medium,No,1,Low,Low,Public,Neutral,7,No,Near,Male,73.1
Lamia Ali,25,89.2,Medium,High School,High,Yes,7,68.5,Medium,Yes,1,Low,High,Public,Negative,7,No,Moderate,Female,91.9
Sumaiya Shaikh,23,76.7,High,Postgraduate,High,No,5,61.4,Medium,Yes,1,Medium,High,Public,Neutral,1,Yes,Far,Female,88.7
Arafat Ahmed,22,72.1,High,College,Medium,Yes,6,66.7,Medium,Yes,1,Low,High,Public,Negative,4,No,Far,Male,86.5
Arif Rahman,20,92.3,High,College,Medium,No,6,68.1,Low,Yes,3,High,High,Public,Positive,3,No,Near,Male,86.6
Sadia Mia,30,97.5,High,College,Low,No,8,97.3,Medium,Yes,2,Medium,Low,Public,Negative,7,No,Moderate,Male,100.0
Mahmud Jahan,10,86.4,High,College,Medium,No,5,83.1,Medium,Yes,0,Low,Low,Public,Negative,4,No,Far,Male,78.2
Laboni Hossain,9,80.3,High,High School,Low,No,8,89.4,High,No,2,Low,Medium,Private,Negative,1,Yes,Near,Female,67.1
Mahmud Akter,27,87.7,High,College,Medium,Yes,6,68.9,Medium,No,3,High,High,Public,Positive,5,Yes,Far,Male,96.2
Laboni Ahmed,20,96.8,Medium,High School,Medium,Yes,8,87.8,High,Yes,1,High,Low,Private,Negative,3,No,Moderate,Female,90.6
Rakib Akter,37,96.4,Medium,College,High,No,5,56.4,High,No,1,High,Medium,Private,Neutral,6,No,Moderate,Female,100.0
Fahim Rahman,16,87.2,High,Postgraduate,High,No,6,77.4,High,No,2,Medium,Low,Private,Positive,5,No,Moderate,Female,95.2
Mahmud Rahman,12,90.0,Medium,High School,Medium,No,7,88.8,High,No,1,High,High,Private,Neutral,2,No,Far,Male,88.9
Tasnim Mia,19,88.0,High,Postgraduate,Medium,No,7,69.5,Low,Yes,4,Low,Medium,Public,Negative,2,No,Near,Female,83.5
Rafi Khan,26,77.3,High,College,High,No,5,69.4,Medium,Yes,0,Medium,High,Private,Negative,1,No,Moderate,Female,94.1
Mahmud Bhuiyan,12,95.4,Medium,College,Medium,No,9,69.9,High,Yes,1,Medium,High,Private,Positive,1,No,Moderate,Female,89.4
Fahim Chowdhury,15,97.7,Medium,College,Low,Yes,6,45.0,Low,Yes,1,Low,Low,Public,Neutral,7,No,Near,Female,65.3
Nusrat Alam,31,83.4,High,Postgraduate,Medium,Yes,6,79.5,Low,No,2,High,Low,Public,Negative,2,No,Moderate,Female,90.0
Farhana Hasan,12,70.5,High,Postgraduate,Medium,Yes,9,76.0,High,No,1,Low,Medium,Public,Negative,5,No,Moderate,Male,73.9
Sabuj Islam,18,82.8,Low,Postgraduate,High,Yes,9,76.7,High,Yes,1,Medium,Medium,Private,Negative,2,No,Near,Female,98.1
Mehedi Alam,14,79.3,Low,College,Low,No,8,61.7,Low,No,0,Low,Low,Private,Neutral,6,No,Near,Male,55.1
Rakib Khan,25,100.0,Low,Postgraduate,Medium,No,7,85.3,High,Yes,0,High,Medium,Public,Positive,1,Yes,Moderate,Female,97.0
Fahim Siddique,18,65.7,High,College,Medium,Yes,7,60.3,High,No,2,Low,Low,Private,Negative,3,Yes,Near,Male,70.5
Rafi Ahmed,28,87.9,Low,Postgraduate,Medium,Yes,7,63.7,Low,Yes,0,Medium,Medium,Private,Negative,4,No,Moderate,Female,87.7
Sabuj Khan,20,85.4,Medium,Postgraduate,Medium,No,6,66.2,Medium,Yes,1,Medium,Low,Private,Neutral,2,No,Moderate,Female,81.2
Farhana Ali,3,100.0,High,Postgraduate,High,No,5,76.2,High,No,0,Low,High,Public,Negative,5,No,Near,Male,81.6
Arif Shaikh,7,79.5,Medium,High School,High,Yes,7,39.4,Medium,No,1,Medium,Medium,Public,Neutral,2,No,Near,Female,52.4
Laboni Hossain,11,76.7,Low,High School,High,No,9,92.0,Low,No,2,Low,High,Public,Neutral,6,No,Near,Male,85.6
Arafat Hossain,24,79.7,Low,College,Low,No,7,77.3,High,Yes,1,Low,Low,Private,Positive,7,No,Near,Male,89.7
Mehedi Bhuiyan,37,73.8,Medium,Postgraduate,Low,Yes,6,96.7,High,Yes,0,Low,High,Public,Neutral,7,Yes,Near,Male,100.0
Nahid Ali,13,83.6,Medium,Postgraduate,Medium,Yes,6,95.1,Medium,Yes,2,Low,Low,Private,Negative,1,No,Near,Female,82.5
Anika Khan,3,81.7,High,College,High,No,6,89.7,Medium,No,2,High,High,Private,Positive,5,Yes,Moderate,Female,77.2
Fahim Islam,18,85.4,Low,High School,Low,No,7,69.4,High,No,1,Medium,Medium,Private,Negative,4,No,Moderate,Male,82.0
Mahmud Bhuiyan,25,82.2,Low,High School,Medium,Yes,6,72.1,High,No,3,Medium,Low,Private,Positive,4,No,Near,Male,92.3
Tanvir Khan,9,76.7,Medium,College,High,Yes,7,47.4,Medium,No,4,Low,Medium,Public,Neutral,3,No,Near,Male,63.4
Tanzim Rahman,20,100.0,Medium,College,High,No,6,73.7,Medium,Yes,0,Medium,Low,Private,Neutral,3,No,Moderate,Female,93.0
Laboni Islam,16,62.5,Low,High School,Low,Yes,8,63.2,High,Yes,1,High,High,Private,Negative,3,No,Near,Female,72.1
Nahid Khan,21,83.2,Medium,Postgraduate,Medium,Yes,9,74.6,Medium,No,2,Medium,Medium,Public,Positive,6,Yes,Far,Male,90.2
Lamia Siddique,33,100.0,Low,High School,Medium,No,7,49.7,Medium,Yes,0,Low,High,Private,Positive,4,No,Near,Female,97.6
Farhana Shaikh,27,100.0,Low,College,Low,Yes,6,73.8,Low,No,0,Low,Low,Private,Positive,1,Yes,Far,Female,93.6
Arafat Islam,29,84.2,Low,College,High,Yes,7,82.8,Medium,No,0,Low,Low,Public,Neutral,5,No,Far,Female,97.5
Tasnim Ali,8,100.0,Medium,College,High,No,6,72.4,High,Yes,0,High,High,Private,Positive,7,No,Far,Male,82.8
Sabuj Chowdhury,22,83.6,Medium,College,Medium,No,6,85.3,High,Yes,0,High,Medium,Private,Positive,5,No,Moderate,Male,88.1
Farhana Ali,13,82.8,Low,High School,Medium,No,6,88.4,Low,No,2,High,Low,Private,Neutral,2,No,Moderate,Male,84.0
Nahid Khan,20,91.7,High,High School,Medium,Yes,5,75.1,Low,No,0,Medium,Medium,Private,Neutral,3,No,Moderate,Female,80.9
Farhana Khan,16,100.0,Medium,College,High,No,9,73.4,Low,Yes,4,High,Medium,Private,Negative,3,No,Moderate,Male,88.9
Lamia Chowdhury,10,59.2,Low,High School,Low,No,8,84.5,Low,No,0,Low,High,Public,Negative,2,No,Near,Male,69.5
Tanzim Islam,8,76.8,Medium,College,High,Yes,5,70.4,High,Yes,0,Low,High,Private,Positive,5,No,Moderate,Male,73.9
Arafat Shaikh,14,89.3,High,High School,Low,No,6,73.3,Low,No,0,High,Medium,Private,Negative,1,No,Far,Female,69.5
Rakib Hasan,21,83.2,Medium,High School,High,Yes,8,80.1,High,No,0,Low,High,Public,Neutral,7,Yes,Moderate,Male,97.8
Rakib Rahman,24,87.1,High,College,Medium,Yes,8,74.6,High,No,0,High,High,Private,Neutral,2,No,Near,Male,99.1
Sadia Shaikh,23,90.7,Low,High School,High,Yes,7,64.3,Low,Yes,2,High,Low,Public,Neutral,5,No,Moderate,Female,89.0
Farhana Mia,16,94.7,Medium,College,Medium,Yes,8,76.7,Low,No,4,High,High,Private,Positive,2,No,Moderate,Male,97.3
Tasnim Hossain,19,79.5,Low,High School,Medium,No,7,84.5,Medium,No,1,Medium,Low,Private,Neutral,7,No,Moderate,Female,85.4
Lamia Ali,10,87.0,High,High School,Low,No,9,73.5,Low,No,0,Low,Medium,Private,Negative,5,No,Near,Male,60.5
Fahim Ahmed,21,100.0,Low,Postgraduate,Low,No,5,71.4,Medium,No,1,High,Low,Public,Positive,4,No,Moderate,Male,81.4
Laboni Jahan,40,89.8,Low,High School,Medium,No,9,61.7,High,Yes,0,Medium,High,Private,Positive,7,No,Moderate,Female,100.0
Rakib Shaikh,13,68.5,Medium,College,Low,No,8,78.3,Medium,No,0,High,High,Public,Neutral,3,No,Moderate,Male,63.0
Anika Alam,30,70.0,High,High School,Low,No,8,45.2,High,Yes,1,High,High,Private,Neutral,2,No,Near,Male,85.0
Rafi Shaikh,19,82.2,Medium,High School,Low,No,5,77.1,Medium,Yes,4,Medium,High,Private,Negative,7,No,Far,Female,85.2
Farhana Alam,13,65.3,Medium,Postgraduate,High,No,5,87.9,Medium,Yes,4,Medium,Low,Public,Negative,2,No,Moderate,Male,83.1
Tanvir Islam,17,84.6,High,College,High,Yes,9,61.1,Medium,Yes,1,Medium,Medium,Public,Neutral,6,No,Moderate,Female,86.6
Arif Akter,18,99.3,Low,High School,Low,No,9,61.5,Low,Yes,3,Low,Low,Public,Negative,7,Yes,Moderate,Male,76.4
Arif Khan,13,93.1,High,High School,Medium,No,9,69.4,High,Yes,4,Medium,High,Private,Negative,3,No,Moderate,Male,87.0
Sabuj Alam,28,100.0,High,High School,Low,Yes,8,50.1,Low,No,3,High,Low,Private,Negative,7,No,Near,Female,94.7
Sumaiya Hossain,11,82.7,High,College,Low,Yes,8,75.5,Low,Yes,4,High,Low,Private,Positive,3,Yes,Far,Female,70.5
Tasnim Jahan,26,77.3,Low,High School,Medium,No,5,63.2,Low,No,0,Medium,Low,Private,Negative,2,No,Moderate,Female,84.9
Nusrat Hasan,22,75.9,High,Postgraduate,Low,No,6,66.8,High,Yes,1,High,Low,Private,Neutral,3,No,Far,Female,73.9
Arif Ali,15,86.0,Medium,College,Low,Yes,8,68.3,Low,No,1,Medium,Low,Private,Positive,1,No,Moderate,Female,62.4
Laboni Rahman,16,87.0,Low,College,Medium,Yes,6,82.4,High,No,1,Medium,Medium,Private,Negative,5,No,Far,Male,89.9
Nahid Hasan,14,100.0,Low,College,Low,Yes,6,79.6,Low,Yes,1,High,Medium,Private,Neutral,1,No,Far,Male,77.6
Tanvir Ahmed,8,96.4,High,Postgraduate,Low,No,5,76.5,High,Yes,0,Medium,High,Private,Positive,6,No,Moderate,Female,79.5
Sajib Ahmed,32,78.3,High,High School,Low,No,7,73.6,Low,Yes,3,Medium,Low,Public,Negative,2,No,Moderate,Male,99.5
Lamia Siddique,15,63.3,Low,High School,Medium,Yes,8,85.5,Low,No,0,Low,Low,Public,Positive,1,No,Near,Male,73.4
Laboni Alam,16,91.8,Medium,Postgraduate,High,No,7,66.3,Low,Yes,1,High,Medium,Public,Negative,2,Yes,Near,Female,80.6
Rafi Hasan,13,68.4,Medium,Postgraduate,Medium,No,8,68.2,Medium,No,1,High,Low,Public,Positive,5,Yes,Near,Male,64.4
Mahmud Mia,4,73.0,Medium,Postgraduate,Low,Yes,5,80.5,High,Yes,2,High,Low,Public,Positive,6,No,Near,Male,65.5
Arafat Akter,29,72.2,Medium,High School,Low,Yes,7,89.3,Medium,Yes,0,High,Low,Public,Positive,2,No,Moderate,Male,85.8
Rakib Islam,22,93.6,Low,Postgraduate,High,No,6,79.1,Low,No,1,Medium,Medium,Private,Neutral,4,No,Far,Male,88.7
Tasnim Jahan,10,90.4,High,Postgraduate,Low,Yes,5,68.3,Medium,No,2,Low,Medium,Private,Neutral,7,Yes,Moderate,Male,73.8
Tanzim Mia,24,57.0,Medium,Postgraduate,Medium,Yes,8,83.5,Low,No,3,Medium,Medium,Public,Neutral,7,No,Moderate,Male,79.5
Laboni Hossain,32,87.0,High,College,Medium,Yes,8,57.0,Medium,No,3,Medium,High,Public,Neutral,2,Yes,Moderate,Male,100.0
Rakib Alam,24,61.3,Low,High School,Low,Yes,5,64.4,High,Yes,1,Medium,Medium,Private,Negative,3,No,Far,Female,79.8
Laboni Bhuiyan,30,80.0,Medium,Postgraduate,Medium,No,9,75.1,Low,No,2,Low,Low,Public,Negative,1,No,Far,Female,97.9
Sadia Shaikh,26,70.2,Medium,Postgraduate,High,No,8,78.0,Medium,Yes,1,Low,High,Private,Negative,3,No,Far,Female,93.8
Tanvir Hasan,18,71.8,Low,Postgraduate,Medium,No,5,63.4,High,No,2,High,High,Private,Negative,7,No,Near,Female,76.4
Sajib Rahman,35,64.8,Medium,High School,High,Yes,5,70.4,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,Near,Female,90.4
Rakib Chowdhury,7,79.4,High,Postgraduate,Low,Yes,5,71.3,Low,Yes,0,High,High,Private,Positive,1,No,Near,Female,65.6
Tanvir Shaikh,25,83.1,High,College,Low,Yes,9,76.5,Medium,No,3,Low,High,Private,Negative,5,No,Near,Female,88.1
Farhana Shaikh,21,81.9,Medium,Postgraduate,Medium,Yes,9,66.8,High,No,4,Medium,Low,Public,Neutral,3,No,Near,Male,90.3
Sabuj Chowdhury,7,73.6,High,College,Medium,Yes,6,48.6,Medium,Yes,0,High,High,Public,Negative,2,No,Near,Male,59.3
Tanzim Mia,22,96.3,Low,High School,Low,Yes,6,63.2,Low,No,0,Low,Low,Private,Neutral,3,No,Near,Male,78.8
Anika Ali,27,74.0,High,College,Low,No,8,80.1,High,Yes,1,Low,Low,Public,Neutral,1,No,Near,Male,86.9
Arafat Bhuiyan,11,87.1,Low,High School,Low,Yes,9,50.2,Low,Yes,2,Medium,Medium,Public,Neutral,5,No,Moderate,Male,61.9
Lamia Jahan,22,81.7,Medium,College,Low,No,7,71.8,High,Yes,1,High,Medium,Private,Neutral,4,No,Near,Female,80.9
Arif Khan,4,82.4,Low,Postgraduate,Low,Yes,9,82.6,High,No,4,Medium,Low,Public,Negative,2,No,Near,Male,74.0
Sadia Jahan,23,86.3,Low,Postgraduate,High,Yes,7,91.8,High,No,1,High,Low,Public,Positive,5,No,Moderate,Female,100.0
Sadia Ali,6,71.1,Low,High School,Medium,Yes,9,48.7,Medium,Yes,4,High,Low,Public,Negative,1,Yes,Near,Female,58.2
Sajib Khan,14,78.5,Low,Postgraduate,Medium,Yes,6,64.3,Medium,Yes,0,High,Low,Public,Negative,7,No,Near,Female,69.5
Lamia Hossain,18,64.0,Low,Postgraduate,Low,No,7,93.1,Medium,Yes,2,High,Low,Private,Positive,3,No,Far,Male,76.4
Rafi Akter,5,72.2,Low,Postgraduate,High,Yes,9,89.0,Medium,Yes,0,High,Medium,Private,Negative,7,Yes,Moderate,Female,66.7
Arafat Islam,11,81.2,Low,College,High,No,5,80.0,High,Yes,1,High,Low,Private,Neutral,5,Yes,Moderate,Male,84.3
Tanzim Shaikh,23,82.2,High,College,Low,No,9,66.7,Medium,No,0,High,Medium,Private,Negative,1,No,Moderate,Female,79.7
Farhana Chowdhury,12,100.0,Low,College,High,Yes,5,85.8,Low,No,4,Medium,Medium,Private,Positive,5,No,Far,Female,94.5
Tanzim Akter,16,69.6,Medium,High School,Medium,No,5,58.9,Low,No,4,Low,Low,Private,Positive,3,No,Near,Male,74.8
Tanzim Alam,9,55.9,Low,College,Medium,No,9,64.2,High,Yes,0,High,Low,Public,Neutral,2,Yes,Moderate,Male,58.4
Rafi Mia,28,64.3,Low,Postgraduate,High,Yes,6,80.4,Low,Yes,2,Low,Medium,Private,Negative,5,Yes,Far,Female,91.3
Lamia Akter,4,85.7,High,Postgraduate,High,Yes,6,57.4,Medium,Yes,1,Medium,Medium,Private,Negative,1,No,Moderate,Female,63.0
Anika Bhuiyan,20,89.1,Medium,High School,Medium,No,6,76.9,Low,Yes,1,Medium,Medium,Private,Positive,4,No,Moderate,Male,83.5
Farhana Mia,18,95.4,High,College,Medium,Yes,7,66.6,High,Yes,2,High,High,Public,Neutral,4,No,Moderate,Female,88.8
Tanvir Ali,27,72.8,Medium,Postgraduate,High,Yes,6,65.1,High,No,1,Low,High,Public,Negative,4,No,Moderate,Female,89.2
Nahid Ali,15,67.9,High,High School,High,Yes,7,74.5,High,No,1,Low,Medium,Public,Neutral,2,No,Near,Male,73.8
Laboni Ahmed,18,53.1,High,College,High,Yes,5,53.6,Low,Yes,0,Low,Medium,Public,Negative,5,Yes,Far,Female,62.1
Tanzim Hasan,20,77.9,Low,High School,High,Yes,8,83.6,Low,Yes,3,Medium,High,Public,Neutral,7,No,Near,Male,92.4
Tanzim Mia,2,75.7,Low,High School,High,Yes,5,64.2,High,No,0,High,Medium,Private,Neutral,2,Yes,Far,Male,58.1
Mahmud Ali,26,79.3,Low,High School,High,Yes,8,55.1,Low,Yes,4,Low,Medium,Private,Negative,3,Yes,Moderate,Female,97.9
Anika Ali,35,95.7,High,High School,High,No,9,72.6,Medium,No,2,Low,Low,Public,Neutral,1,No,Near,Female,100.0
Nusrat Ali,27,98.8,High,Postgraduate,High,Yes,9,65.2,Medium,No,1,High,Low,Private,Negative,2,Yes,Moderate,Male,96.7
Sumaiya Jahan,4,78.8,Low,Postgraduate,Low,Yes,5,73.8,Low,No,1,Medium,High,Public,Negative,1,No,Moderate,Female,68.9
Tanvir Alam,22,85.0,Low,Postgraduate,High,No,8,69.4,High,Yes,1,Medium,Medium,Public,Positive,4,No,Moderate,Male,91.8
Sumaiya Chowdhury,15,86.6,High,High School,High,Yes,9,79.8,High,No,0,Low,Low,Public,Positive,2,No,Near,Male,84.9
Tasnim Chowdhury,18,100.0,Medium,Postgraduate,Low,No,6,71.4,Low,Yes,3,Medium,Medium,Public,Positive,3,No,Near,Male,86.1
Sajib Rahman,24,56.4,Low,College,High,Yes,9,90.6,High,No,4,High,Low,Private,Positive,2,Yes,Moderate,Male,99.0
Laboni Ali,2,90.9,Medium,College,High,Yes,8,75.9,Low,No,0,Low,Low,Public,Neutral,7,No,Moderate,Male,70.8
Arif Mia,31,67.5,High,High School,Medium,No,8,54.2,Low,Yes,2,Low,Low,Public,Positive,6,No,Far,Female,83.1
Sabuj Hasan,18,74.2,Low,Postgraduate,Medium,No,8,43.3,High,Yes,2,Low,High,Public,Neutral,7,Yes,Moderate,Male,80.6
Nahid Mia,24,89.4,High,Postgraduate,High,No,9,84.3,Medium,No,3,Low,High,Private,Positive,4,No,Near,Female,100.0
Lamia Jahan,16,92.1,Low,College,High,No,6,59.3,Low,Yes,0,Low,Medium,Public,Positive,3,No,Near,Male,69.1
Sadia Bhuiyan,13,72.6,Medium,College,High,Yes,8,99.2,High,No,4,Low,Low,Private,Positive,7,Yes,Far,Male,95.7
Sumaiya Alam,29,63.8,Low,Postgraduate,Medium,Yes,9,81.1,Low,Yes,1,Medium,High,Public,Neutral,2,No,Far,Male,93.1
Arif Bhuiyan,24,54.9,Low,College,Low,No,9,64.6,Medium,No,3,Low,Medium,Public,Negative,6,No,Moderate,Female,69.2
Sadia Chowdhury,13,74.7,High,College,Low,No,8,89.7,High,Yes,0,Low,Medium,Private,Neutral,1,No,Far,Female,74.6
Sadia Bhuiyan,18,74.3,Low,Postgraduate,Medium,Yes,9,78.6,High,No,3,Medium,Medium,Public,Neutral,3,No,Near,Female,91.9
Tanzim Ali,18,100.0,Low,High School,Medium,No,8,59.2,Low,No,2,Medium,Low,Public,Positive,5,No,Near,Male,82.7
Mahmud Hossain,25,62.5,Low,Postgraduate,Low,Yes,5,55.3,High,No,3,High,Medium,Public,Negative,3,No,Far,Female,84.8
Nahid Hossain,17,61.9,High,College,Low,Yes,5,100.0,Medium,No,2,High,Medium,Public,Positive,6,Yes,Far,Male,79.9
Tasnim Jahan,33,67.8,High,College,Medium,No,6,94.3,Low,No,0,Low,Medium,Private,Neutral,6,No,Far,Female,93.5
Rafi Bhuiyan,19,64.6,Medium,Postgraduate,Low,Yes,6,75.1,High,No,4,High,Low,Private,Negative,5,Yes,Moderate,Male,83.4
Nahid Hossain,5,44.6,Medium,High School,Medium,Yes,6,76.9,High,Yes,0,Low,High,Private,Negative,3,Yes,Near,Male,55.2
Tasnim Mia,20,90.3,Low,High School,Medium,Yes,5,89.2,Medium,No,0,Low,Low,Private,Positive,5,No,Near,Male,92.1
Mehedi Shaikh,16,83.1,Medium,High School,Low,No,6,57.0,Medium,No,0,High,Low,Private,Negative,2,No,Moderate,Male,66.8
Rakib Hossain,12,58.5,High,Postgraduate,Medium,Yes,9,64.6,Medium,No,1,Low,Medium,Public,Positive,1,No,Moderate,Female,61.8
Nusrat Chowdhury,22,66.7,Medium,College,Low,No,6,85.8,Low,Yes,2,Medium,Medium,Public,Positive,4,Yes,Far,Male,88.7
Fahim Akter,29,73.3,High,High School,Low,Yes,7,65.0,Low,No,2,High,Low,Public,Positive,5,No,Near,Male,72.6
Sumaiya Islam,7,93.4,High,Postgraduate,Medium,No,9,77.1,High,Yes,0,High,Medium,Private,Negative,6,No,Near,Male,77.1
